"file.text","file.place_full_name","file.geo_coords","file.coords_coords"
"Not only is this yearâ€™s flu shot nearly 50% effective, which is quite a good rate for the annual flu shot, but we have higher rates of adults and children vaccinating, both around 45% of Americans, as opposed to 37.1% from last year.

#FamilyCare #FluShots #Vaccines #Flu","","c(Na, Na)","c(Na, Na)"
"A cough can signify more than just a common cold. If the cough continues for more than two months, a more significant health problem could be the cause. 

#cough #cold #HarsvilleSC","","c(Na, Na)","c(Na, Na)"
"Both traditional and scientific evidence show that Elderberry supports the immune system and can even play a part in lessening a cold or flu!

#CountryVitamins #ElderBerry #Fruit #Berries #Extract #Supplements #ImmuneSystem #ImmuneSupport #Health #Cold #Flu #ColdSeason #FluSeason https://t.co/tSMa779ZM3","","c(Na, Na)","c(Na, Na)"
"Hey #CarsonCity! It's not too late to protect yourself and those around you!
#FluSeason #ValueCHCs #PowerofCommunityHealth https://t.co/RRtFz0AnyF","","c(Na, Na)","c(Na, Na)"
"Have you used our Check Mate Electrostatic Cleaning System this #flu season? Ask us about finding the right disinfectant for your #disinfection control! @VictoryInnovCo https://t.co/GtOHvRDmzo","","c(Na, Na)","c(Na, Na)"
"CPI Twin Cities team all vaccinated from the Flu! #Vaccines #TeamBuilding #Health #FluSeason #FluShot #WellnessWednesday https://t.co/J7DRWX3zRX","","c(Na, Na)","c(Na, Na)"
"Itâ€™s not too late to protect yourself from the flu! #FluShot #FluSeason https://t.co/Ct13Pq7dZd","","c(Na, Na)","c(Na, Na)"
"I'm on that weight cut plan they call The Flu, and I have to admit I'm looking pretty good. I call it 'Sick Chique'.
#sick #flu #wednesday","","c(Na, Na)","c(Na, Na)"
"Congratulations and thank you to @jake7bunz who, along with teammate Will Johnson, helped @DHSWI promote the importance of the flu vaccine! #FightFlu @WIBadgerHockey https://t.co/MVjnnKI4kP","","c(Na, Na)","c(Na, Na)"
"Good to know as we're seeing more cases of #Flu in Wisconsin! https://t.co/EqNhM96RxL","","c(Na, Na)","c(Na, Na)"
"We're approaching #spring, but not the peak of #flu season yet. In fact, #FluGuy says there's another strain of the virus circulating now, hitting us w/a double whammy. Protect yourself &amp; your family; it's not too late to get a flu shot. Get the facts: https://t.co/IymW1XSac6 https://t.co/pjiEPodPuz","","c(Na, Na)","c(Na, Na)"
"Think the flu season is over? Think again! But it's not too late to protect yourself &amp; everyone around you from serious illness. Get a flu shot. Find where the shot is available near you at https://t.co/FkvJsQwTR3 @CDCFlu
#FightFlu https://t.co/wMJlfWXy7t","","c(Na, Na)","c(Na, Na)"
"MT @CDCFlu: CDC estimates about 24 million #flu cases so far this season. Some people - adults 65+ &amp; pregnant women - are at high risk of developing serious flu complications. Remember to â€œTake 3â€ to protect against flu this season: https://t.co/ELHcrWhjYV https://t.co/FZfEgoGNl2","","c(Na, Na)","c(Na, Na)"
"It's #flu season. Find out why the flu is so contagious with this #video and #ebook pair from TrueFLIX! https://t.co/5x9lbVFKgf #Flu2019 #health #Vaccine #TrueFLIX #powerlibrary https://t.co/Yf2F6yfuRC","","c(Na, Na)","c(Na, Na)"
"Also negative: This graph shows confirmed #flu cases over the last 8 seasons in PA. Last season was the outsize monster (in yellow), and this season (in red) is now very close to the second-highest, 2014-1.5. https://t.co/8UCdWcCKvR","","c(Na, Na)","c(Na, Na)"
"Update: This past week had even higher numbers of newly confirmed #flu cases locally &amp; statewide: 189 in #LancasterCounty and 8,337 across PA. #sickseason","","c(Na, Na)","c(Na, Na)"
"Negative: This week brought 11 #flu deaths statewide, more than any others this season (last 2 weeks had 10 apiece). And this season, more than a third of Pennsylvania's flu deaths have been in people younger than 65. https://t.co/obQu6XAJGt","","c(Na, Na)","c(Na, Na)"
"Positive: Number of new confirmed #flu cases is down from last week's highs of 189 in #LancasterCounty and 8,337 across PA. This week those are, respectively, 175 and 7,817.","","c(Na, Na)","c(Na, Na)"
"Flu is widespread in Cook County, but the good news is it is never too late to get a flu shot! #FightFlu https://t.co/OstKhp6f7I","","c(Na, Na)","c(Na, Na)"
"#FightFlu #WellnessWednesday https://t.co/8hlssBmdXy","","c(Na, Na)","c(Na, Na)"
"CDC estimates that there have been more than 22,000 flu-associated deaths so far this season. #Flu can be a serious, life-threatening disease. Take action to protect yourself and family by getting a flu shot. #FightFlu","","c(Na, Na)","c(Na, Na)"
"Protect your home form the flu epidemic! #StorAlls #Flu #Home #Tips https://t.co/k3Fhcd2TTi","","c(Na, Na)","c(Na, Na)"
"So with 4 days of flu hell my #amwriting has been lacking. Gonna try to get a PAGE written today if my body will let me. If not I'm sleeping the day away again. 

#FluSeason 
#flusucks","","c(Na, Na)","c(Na, Na)"
"@KolbyEatWorld Iâ€™ve already died 3 times today. #fluseason","","c(Na, Na)","c(Na, Na)"
"Think about these 3 things the next time you are thinking of going for a flu shot. https://t.co/tm8w7f2kqg #chiropractic #DurhamNC #flu https://t.co/jxxdEriwTt","","c(Na, Na)","c(Na, Na)"
"Don't get the flu shot! Read these three reasons why. https://t.co/kXvFhAKJZT #chiropractic #DurhamNC #flu https://t.co/HOIigadk1g","","c(Na, Na)","c(Na, Na)"
"3 reasons not to get the flu shot. https://t.co/hdYCDN8rra #chiropractic #DurhamNC #flu https://t.co/0SwPQmJgMe","","c(Na, Na)","c(Na, Na)"
"Got a #cough? Take a #marshmallow? It's not what it sounds like, but the answer's yes!
#sorethroat #coughandcold #flu #heathandwellness #cold https://t.co/3ejwqhDaBx","","c(Na, Na)","c(Na, Na)"
"2. The @CDCgov estimates that more than 20M Americans have contracted the flu this year. As many as 300K may have been hospitalized with #flu &amp; as many as 26,700 may have died from flu-related illness. https://t.co/h2lIhdyKkh","","c(Na, Na)","c(Na, Na)"
"15 more children have died from #flu, bringing this winter's total to 56. Each is a horrible tragedy, but the overall figure is low in comparison to other seasons. Last time it was lower was 2011-12 (a super mild season), when there were 37 deaths. This season is moderate. 1/ https://t.co/4FpBNP4R34","","c(Na, Na)","c(Na, Na)"
"4. The #flu season hasn't been anywhere near as bad as last winter's but it's not a ""meh"" season either. And there's a lot of flu still around. All states except beautiful Hawaii are reporting widespread flu (brown on the map). https://t.co/58VAAP4nqA","","c(Na, Na)","c(Na, Na)"
"Just got yelled at by a vomiting 5 year old because #momlife (She wanted medicine and I said no b/c it won't stay down yet). #puke #middleofthenight #fluseason","","c(Na, Na)","c(Na, Na)"
"At home today with a sick kid. While she rests I cleaned the fridge - something I've been meaning to do but haven't had the energy or time too. Always a positive to a negative - the fridge is sparkling now! #SpringCleaning #flu #wednesday","","c(Na, Na)","c(Na, Na)"
"So wrong yet so brilliant if you have to go to work sick.  #Flu #germs #virus https://t.co/u9bRr2ZNN2","","c(Na, Na)","c(Na, Na)"
"Thanks in part to new #telehealth tools and tactics, the team at Bon Secours Health System feel better prepared than most to deal with the dreaded cold and #flu season: https://t.co/L5GBcUIO1J https://t.co/36SCiVSq2g","","c(Na, Na)","c(Na, Na)"
"Bon Secours Health System is no latecomer to telehealth and other innovations. #Telehealth tools have helped improve access to those patients with primary care needs, especially during cold and #flu season: https://t.co/y5XwwOguyr https://t.co/AmRcmeeX3R","","c(Na, Na)","c(Na, Na)"
"Thanks in part to new #telehealth tools and tactics, the team at Bon Secours Health System feel better prepared than most to deal with the dreaded cold and #flu season: https://t.co/tTCDiONmRM https://t.co/ndx9ZklDpm","","c(Na, Na)","c(Na, Na)"
"Thanks in part to new #telehealth tools and tactics, the team at Bon Secours Health System feel better prepared than most to deal with the dreaded cold and #flu season: https://t.co/5S35HuG4CR https://t.co/SLYku5jI4d","","c(Na, Na)","c(Na, Na)"
"Itâ€™s not too late to get vaccinated against the #flu virus! Click on this link to read why you should get the flu shot now: https://t.co/v2dTaBSqeH","","c(Na, Na)","c(Na, Na)"
"Robby General, far right, was a standout performer for our 2018 @outlandtrophy promotional campaign.  #FightFlu and @NFIDvaccines. https://t.co/BkgtMbk3BV","","c(Na, Na)","c(Na, Na)"
"Stay well during the cold &amp; flu season with #chiropractic care! Check out the link below to read more about how chiropractic helps with colds &amp; #flu! <U+0001F637> #wellnesswednesday 
https://t.co/JPwDUdvNkY https://t.co/XTkJkVWWBP","","c(Na, Na)","c(Na, Na)"
"How to make it through the rest of cold and #flu season without getting sick
https://t.co/fxroVVAegC 
@BostonGlobe","","c(Na, Na)","c(Na, Na)"
"Itâ€™s time to start preparing for next flu season and #fluvax production. @US_FDA is meeting today to begin strain selection. Learn more: https://t.co/cc1zmKliVC #fightflu https://t.co/jNSk4Q8hU1","","c(Na, Na)","c(Na, Na)"
"@CDCgov #Flu","","c(Na, Na)","c(Na, Na)"
"CDC: Dangerous flu strain overtakes H1N1 this season https://t.co/kaqv4ZKoRe via @upi  #health #flu #medical","","c(Na, Na)","c(Na, Na)"
"The CDC says a dangerous flu strain is spreading fast 
https://t.co/ZQwIEpqZsi #flu #CDC #health #medical","","c(Na, Na)","c(Na, Na)"
"Remember: If you haven't gotten the #flu vaccine, it's not too late! Getting vaccinated is still the best way to protect you and your family from the flu. https://t.co/rXaDrKgZro #HealthTips https://t.co/pWfABmvnVc","","c(Na, Na)","c(Na, Na)"
"If you have #heartdisease, take 3 actions to #FightFlu.
 
1. Get your flu vaccine. 
2. Take everyday preventive actions to help prevent the spread of germs. 
3. Take antivirals, if prescribed. 

Learn more about flu &amp; heart disease <U+0001F447>
https://t.co/U0LaPY0XaN â€¦  #heartmonth #flu","","c(Na, Na)","c(Na, Na)"
"Wondering what #fluseason is looking like in Clay County so far? Check out the latest weekly report! So far this season, we've had 424 reported cases of influenza. https://t.co/ThWaKveOaI","","c(Na, Na)","c(Na, Na)"
"What this means --&gt; keep washing your hands, covering your coughs and staying home if you don't feel well. Protecting our community from illness is a group effort! #fluseason https://t.co/1sqgvxpLxE","","c(Na, Na)","c(Na, Na)"
"Being sick sucks #flu","Lake in the Hills, IL","c(Na, Na)","c(Na, Na)"
"#flu #food ! #oxliver #liver #marinated in #garlic, aromat, #mixedspices &amp; #seasalt with a #polish #baguette &amp; fried #tomato ...no #gym since #sunday ! Will give #armsworkout #armsâ€¦ https://t.co/r1lEI2X2PF","","c(Na, Na)","c(Na, Na)"
"The office is one of the easiest places to catch the flu - Cleaning Will Help Workers Stay Healthy https://t.co/io6F6mFurG #cleanforhealth #infectioncontrol #disinfect #fluseason #commercialcleaning #FacilitiesMgmt","","c(Na, Na)","c(Na, Na)"
"Itâ€™s #fluseason. Thatâ€™s why I cover my microphone with a wet wipe before I go on the air. I want to be fully covered. You know, like people who have @TheGeneralAuto. #RideWithTheGeneral #ad. https://t.co/vl4IdWOZuX","","c(Na, Na)","c(Na, Na)"
"#Flu is still circulating in Tennessee. Can you recognize the symptoms? It's not too late to get a flu shot, and the Shelby County Health Department will give you one for FREE while supplies last! Find your local health department: https://t.co/QDW7HiDemS https://t.co/O84dppT7cK","","c(Na, Na)","c(Na, Na)"
"These Home Remedies for Bronchitis Will Finally Ease Your Awful Cough #cough https://t.co/YYddtBgWcw https://t.co/rZ4cNTNWdk","","c(Na, Na)","c(Na, Na)"
"Researchers are using artificial intelligence to make a better #flu vaccine. #AI #VaccinesSaveLives https://t.co/oT1NYThoMq @AmerMedicalAssn @FluGov @HHSvaccines","Arlington, VA","c(Na, Na)","c(Na, Na)"
"Omg, I'm so sick and all I wanna do is stay in bed. #thissucks #flu","","c(Na, Na)","c(Na, Na)"
"Today, Iâ€™m grateful for #Tamiflu. Sigh. #flu https://t.co/qyl4uDzkfx","Cathedral City, CA","c(Na, Na)","c(Na, Na)"
"#FluFact: Pregnant women are at a greater risk of #flu, get vaccinated at any stage of pregnancy to protect you &amp; your baby. #ReadyForFlu https://t.co/9bGCEL7c5u","","c(Na, Na)","c(Na, Na)"
"#FluFact: COPD can put extra strain on your body making you more vulnerable to the #flu virus. Get vaccinated! #ReadyForFlu https://t.co/dq5oGUC0FR","","c(Na, Na)","c(Na, Na)"
"#FluFact: It takes 2 weeks after getting the #flu vaccine for protective antibodies to start to work #ReadyForFlu https://t.co/3tHt0McHuP","","c(Na, Na)","c(Na, Na)"
"#FluFact: Pregnant women are at a greater risk of #flu, get vaccinated at any stage of pregnancy to protect you &amp; your baby. #ReadyForFlu https://t.co/dNDr93v7MR","","c(Na, Na)","c(Na, Na)"
"Are you over 65 or have a long-term condition? The best defence against flu is this yearâ€™s vaccine. Speak to your GP practice. #Flu #ReadForFlu  #NHS https://t.co/KAGIkU6tb6 https://t.co/Z5vzx2vr8s","","c(Na, Na)","c(Na, Na)"
"#FluFact: COPD can put extra strain on your body making you more vulnerable to the #flu virus. Get vaccinated! #ReadyForFlu https://t.co/YOCyLZVw8C","","c(Na, Na)","c(Na, Na)"
"#FluFact: You can have no symptoms but still pass the #flu onto someone else who could become very ill. Be #ReadyForFlu https://t.co/DA1MpdfjxU https://t.co/0Qv3wyuNdQ","","c(Na, Na)","c(Na, Na)"
"#FluFact: You cannot get the #flu from the injected flu vaccine.  It does not contain any live viruses. #ReadyForFlu #WinterHealth","","c(Na, Na)","c(Na, Na)"
"When your house turns into a sick ward! #fluseason https://t.co/VQLOnVyLvw","","c(Na, Na)","c(Na, Na)"
"Me waking up this morning....not sure if I slept in a bed or swimming pool last night <U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F>...

#Flu #FluLife #Weightlossjourney #Waterloss #Leaner #Weightlosstransformation #Fitnesstransformation #Sick #OverIT https://t.co/2XxR39mQr5","","c(Na, Na)","c(Na, Na)"
"Stay warm out there.. wash your hands.. use hand sanitizers.. Try not to spread germs kids! #fluseason #peelfam #isitspringyet https://t.co/x5A0TbSyNQ","Mississauga, Ontario","c(Na, Na)","c(Na, Na)"
"Don't forget that #vaccines are considered preventive care, and are covered 100% by most insurance plans! Protect yourself and your family from #measles, #flu, and other preventable diseases!  https://t.co/o3ihtfKWob https://t.co/JcZMdq0zPF","","c(Na, Na)","c(Na, Na)"
"Per @US_FDA 
Creating the #flu vaccine is complex.  FDA has an important role in encouraging the development of new and  better technologies for making flu vaccines and plays an important role  in ensuring their safety and effectiveness. 
https://t.co/ZkZ5hzYYnQ","","c(Na, Na)","c(Na, Na)"
"Great piece about stopping the #flu from spreading from @BBC_Capital â€“ not least because they cite @SITNBoston! <U+0001F601> https://t.co/VaiNh9FDX8","","c(Na, Na)","c(Na, Na)"
"The best way to prevent a worldwide #flu pandemic starts with solid research.
 
Learn how our infectious disease experts monitor flu #vaccination coverage, manage flu-related research projects and #evaluate high-risk populations <U+0001F4F9> : https://t.co/PwVdyVEenj #FightFlu","","c(Na, Na)","c(Na, Na)"
"#FluFactFriday: Recent studies show flu shots cut hospital risk during pregnancy. 
Learn more about Abtâ€™s #influenza research: https://t.co/0xhplaGwz7  #FightFlu @CDCFlu https://t.co/6UYTET3YvM","","c(Na, Na)","c(Na, Na)"
"How do we #FightFlu? The best way we know how: conducting solid research. We strive to improve #flu prevention strategies worldwide, consulting with government agencies on the epidemiology &amp; implementation of #vaccinations. Learn more <U+0001F4F9> : 
https://t.co/cbzvryPtWV","","c(Na, Na)","c(Na, Na)"
"Weâ€™re conducting an observational study to explore how the #flu affects adults aged 60+. 

The #data collected will allow @CDCgov to examine the impact of #flu in older adults &amp; help countries determine the value of #vaccines. 

Read more: https://t.co/0xhplaGwz7  #FightFlu https://t.co/Z0PEKhopnq","","c(Na, Na)","c(Na, Na)"
"Weâ€™re delivering rapid data collection to @CDCgov to #FightFlu.

Implementing web panel surveys during #fluseason can identify actual &amp; perceived barriers for #vaccination, ultimately increasing effectiveness of #flu communications. 

Read more: https://t.co/0xhplaGwz7 @CDCFlu https://t.co/wReTywmbVu","","c(Na, Na)","c(Na, Na)"
"Abtâ€™s Sarah Ball is part of a #globalcommunity of researchers invested in #FluResearch. 

Learn how sheâ€™s working to disseminate #vaccines faster than the #flu virus:: https://t.co/XJqoKlSrNA #FightFlu https://t.co/FXtGsOTO50","","c(Na, Na)","c(Na, Na)"
"https://t.co/N2049ikCPL
#Risk to #Pets #eclipse #toxic #Essential #Oils #for #dogs #itchy 
#skin #sleep #diffuser #near #me for #anxiety #for #colds for
 #acne for #hair #groth #for #cough #ASPCA pet #insurance  
#poison #control ga #commercial #jobs #meaning #health 
 #login","","c(Na, Na)","c(Na, Na)"
"How can you tell if something is truly clean? A new method combines #AI and hyperspectral imaging to reveal what's really on that cutting board--or operating table.  https://t.co/hl4ilgKUey #fluseason #virus #bacteria","","c(Na, Na)","c(Na, Na)"
"#WashUMed researchers are studying why #flu immunity wanes so rapidly, with the goal of making a better, longer-lasting vaccine. #flushot https://t.co/eaV0wwq6sV","","c(Na, Na)","c(Na, Na)"
"Have you had your #fluvaccine? @CDCFlu estimates that approximately 26,700 people have died from #flu this season. Get vaccinated today and protect yourself and your family from this potentially deadly disease! #publichealth @HarvardEpi @HarvardChanSPH https://t.co/wKZCIm25ZD","","c(Na, Na)","c(Na, Na)"
"Yesterday the #Casualty Dept at Mater Dei had one of its busiest days yet. Massive thanks to our staff for again rising to the occasion. Having doubled the space &amp; staff at A&amp;E over these last few years, we will once more increase capacity in time for next yearâ€™s #flu season","","c(Na, Na)","c(Na, Na)"
"I have to admit, I am not very risk adverse. For example, I have never had a flu shot in my life. Yep, living on the edge! #FluSeason #risktaker","Los Angeles, CA","c(Na, Na)","c(Na, Na)"
"""Pediatric #flu deaths grew to 56 after 15 more... https://t.co/nl84m4UAbL","","c(Na, Na)","c(Na, Na)"
"#Flu season is in full swing. According to the @CAPublicHealth, there have been 235 flu related deaths since 10/2018. If you are sick, stay home to help prevent it from spreading. Itâ€™s not too late to be vaccinated! @KPShare #GetVaccinated #IGotMyKPFluShot https://t.co/G0gGMYDVPp","","c(Na, Na)","c(Na, Na)"
"""An infant from North Jersey died from #flu complications in January,.. the third child in New Jersey to die from flu-related causes this season.... The child was not able to be vaccinated for medical reasons."" #FightFlu #VaccinesWork... https://t.co/uGT1oCsLuV","","c(Na, Na)","c(Na, Na)"
"@Skhoury54 https://t.co/Uw33SOXmIy #flu","","c(Na, Na)","c(Na, Na)"
"He is correct.

I have not seen reports on outbreaks of #measles, #whoopingcough, #flu etc that list total # of cases + % of infected that were UP TO DATE on #vaccines &amp; the % that are #unvaccinated or ""unknown"" status.

This is a major public safety concern. Evidence is vital. https://t.co/m5CzUwyChb","","c(Na, Na)","c(Na, Na)"
"Joeseph B. Friedman invented the â€˜bendyâ€™ straw in the 1930â€™s, making drinking easier for sick people all over the world. #fluseason","","c(Na, Na)","c(Na, Na)"
"Dr. Andy Bowman from the @OhioState Department of Veterinary Preventive Medicine and his team were featured on the @TODAYshow for their work in combating the #flu through their swine research around Ohio. https://t.co/66JhTTYTGa","","c(Na, Na)","c(Na, Na)"
"Fighting the #flu or #cold? Hereâ€™s how elderberry can provide some relief: https://t.co/cdgBmrYtaJ 

#HMHforU #HealthTips #HealthEducation https://t.co/cdgBmrYtaJ","","c(Na, Na)","c(Na, Na)"
"Who else feels like some hot buns right now because of this flu thatâ€™s been going around! #flu #sick #ugh","","c(Na, Na)","c(Na, Na)"
"The Flu Index is off the charts right now, seems we are reaching the peak of the season right now. Wash your hands frequently and keep things as clean as possible. #Flu https://t.co/Cjvwv1BiJM","","c(Na, Na)","c(Na, Na)"
"Getting chapped lips suck. But having a runny ass nose and then getting some chapped nostrils is worse. #fluseason","","c(Na, Na)","c(Na, Na)"
"#InfectiousDiseases A-Z: If you skipped getting an annual #FluShot, @DrPritishTosh says it's not too late! Nearly 20 million Americans have become sick with the #flu and 56 pediatric deaths have been reported, according to the @CDCgov. https://t.co/qfKrwJXuGJ https://t.co/MpTqOYXz26","","c(Na, Na)","c(Na, Na)"
"1 minute later she vomited all over me. #sickbaby #sickmama #flu #stomachvirus #mysteryillness https://t.co/yULRQ2CXhi","","c(Na, Na)","c(Na, Na)"
"Hand sanitizer greeting for morning meeting! #responsiveclassroom #WeAreDPS #fluseason #FalconsSoar https://t.co/C59dXdThP0","","c(Na, Na)","c(Na, Na)"
"@WNBC @PeiSzeCheng4NY speaks with @MountSinaiNYC Dr. Erick Eiting for an in depth story about combating the #flu   https://t.co/c5DSjNSkfC","","c(Na, Na)","c(Na, Na)"
"Just charcoal-clay-masked, bubble-bathed my way through this damn cold. Charcoal removes toxins right? Totally counts to help the cold virus... right? #coldseason #fluseason #selfcare","Kansas City, MO","c(Na, Na)","c(Na, Na)"
"Do you know the differences between a #cold and the #flu? Learn how to recognize when it's more serious than the sniffles: https://t.co/KP3Mr68dGk via @NPR #UnitedAgainstFlu","","c(Na, Na)","c(Na, Na)"
"The @PAHealthDept has reported there has been 46,145 confirmed cases of flu this season. https://t.co/HCZnTStP8W Make sure you know how to protect yourself against #flu. https://t.co/SV2gUtlJFq","","c(Na, Na)","c(Na, Na)"
"uhmn maybe come see us instead. we treat all sorts of ailments. #flu #nyc #medicine #urgentcare #webmd https://t.co/5yYjmwLwbT","","c(Na, Na)","c(Na, Na)"
"Forcing people to take the annual #flu #vaccine, effective, on average 50% of the time, squanders time,money and trust in the #government that is mandating it.  #Vaccination is the only #medical procedure in today's medical #world where #informed #consent is not required. https://t.co/Y5d8hlh3Ck","","c(Na, Na)","c(Na, Na)"
"Being sick SUCKS <U+0001F637><U+0001F927><U+0001F912> but at least I have a cute boyfriend who is playing doctor, nurse, masseuse and all around best boyfriend in the world <U+0001F30E><U+0001F499> #fluseason #thanksboo @Tanner_zen_you","La Vista, NE","c(Na, Na)","c(Na, Na)"
"Swear if itâ€™s not one kid itâ€™s the other that gets sent home from school for being sick... can we get a break in this house!!  #flu #momlife","","c(Na, Na)","c(Na, Na)"
"#FluTip: Having #diabetes is a risk factor for #flu complications. If you get sick, ask your #healthcareprovider about antiviral medications, and take them exactly as directed. #FightFlu #HealthyLV #publichealth #DiabetesAlertMonth https://t.co/uR5fga9WDY","","c(Na, Na)","c(Na, Na)"
"These Home Remedies for Bronchitis Will Finally Ease Your Awful Cough #cough https://t.co/kF6f8dI0G3 https://t.co/wIMJuo2Gei","","c(Na, Na)","c(Na, Na)"
"Apparently, wearing onions on the backs of your feet helps cure colds. After 10 days of suffering, Iâ€™ll try almost anything. #smellyfeet #fluseason","","c(Na, Na)","c(Na, Na)"
"Day 2 of the #flu <U+0001F637> and no voice. I am impatiently resting so I can get back to normal. I donâ€™t do sick and temp of 103 very well.  Thank God for Tamiflu https://t.co/rDBUFrInnt","Clive, IA","c(Na, Na)","c(Na, Na)"
"#UWMadison #scientist Yoshihiro Kawaoka allowed to resume controversial #flu research: https://t.co/JR37nNIPVK #influenza #H5N1 #birdflu","","c(Na, Na)","c(Na, Na)"
"Hi. Buy all my games so I can afford enough nyquil to last me through the end of this fecking flu...

https://t.co/sFp4yAv7YI 

#ttrpg #tabletopgames #flu #supportsmallcreators","","c(Na, Na)","c(Na, Na)"
"#keepitmoving
#fluseason https://t.co/61dDzb8mHQ","","c(Na, Na)","c(Na, Na)"
"Weâ€™re on Day 3 of the #flu with the 6yo, Day 1 with the 5yo. Their dad is sick. The babysitter (who is v preg)is sick. Just waiting to see if/when the 8yo and I get sick. Thankfully Iâ€™m able to work from home. Unfortunately I still have to work. #WeAllHadFluShots #PrayForMe","Dallas, TX","c(Na, Na)","c(Na, Na)"
"With a new strain of the #flu going around, getting #vaccinated is the easiest and most cost-effective way to protect you and your loved ones from getting sick! #FluFactFriday 
https://t.co/01FDGca3Gh","","c(Na, Na)","c(Na, Na)"
"Government officials have an important message for the public: A new, more deadly strain of the #flu is on the rise across the country.
https://t.co/kl9Ol2D2U2","","c(Na, Na)","c(Na, Na)"
"<U+0001F912>We're experiencing another peak of #flu symptoms around the country. Here are the top 10 states by activity<U+0001F922>: https://t.co/axEE8qtgTv","","c(Na, Na)","c(Na, Na)"
"Between 5% and 20% of people in the U.S. get the #flu each year. Get #vaccinated today and learn more about flu prevention and treatments here --&gt; https://t.co/t1A6TZsPS8! https://t.co/kUDNMTOcBk","","c(Na, Na)","c(Na, Na)"
"<U+2744><U+FE0F><U+26C4><U+FE0F> With all the ice and snow hitting the USA this #winter, it got us wondering why do #colds and the #flu seem to peak in the winter? <U+0001F912><U+0001F637> 
https://t.co/JUp6MKIxUb","","c(Na, Na)","c(Na, Na)"
"Wash your hands folks! @Allegheny_Co has the second highest number of #flu cases in Pennsylvania. #Flushot #washyourhands #stayhome #Doctor #sick https://t.co/m9dLnyp3II","","c(Na, Na)","c(Na, Na)"
"Flu breakthrough: Universal vaccine may be in sight. #fluseason
(Va @mnt) 
https://t.co/2htUqQaZ5H","","c(Na, Na)","c(Na, Na)"
"Viruses are responsible for colds and #flu, so antibiotics are not able to cure or prevent these illnesses. Plenty of rest, fluids, and home remedies can help relieve symptoms.
(Via @mnt) 
https://t.co/EKEqs3bX6C","","c(Na, Na)","c(Na, Na)"
"I think she's finally over it. I think she was milking it towards the end. #flu #barfbag https://t.co/Rmt4LzpS7j","","c(Na, Na)","c(Na, Na)"
"Oh. On said story, I've written 280 words....#fluseason","","c(Na, Na)","c(Na, Na)"
"More severe strain of #flu starting to spread widely, @CDCgov says | @MedicineNet https://t.co/2spjGU3ZDu 
#ASN_NTDS #TargetZeroInfections","","c(Na, Na)","c(Na, Na)"
"<U+2728> To keep your #house_clean and #disinfected always,<U+267B><U+FE0F>
 You have to be careful where more bacteria are there so as not to get infected with #FLU <U+0001F637><U+0001F912><U+0001F927><U+0001F915><U+0001F321><U+0001F48A><U+0001F489><U+0001F62B>
#Toiletcleaner  #Doorknobsanitized  #Flu #Handdrail  #Windowsclean #Doorsclean #Residentialcleanmasters 
 #fluseason https://t.co/oNmEbmnZx3","Tyler, TX","c(Na, Na)","c(Na, Na)"
"When you sneeze so hard that your shoulder hurts... <U+0001F927><U+0001F912> #fluseason","","c(Na, Na)","c(Na, Na)"
"The Sickest Heroes Stream You've Ever Seen! https://t.co/mhVOjgEdhW #Sick #Cough #HeroesoftheStorm #HoTS #Streaming #Twitch","","c(Na, Na)","c(Na, Na)"
"Currently, #influenza activity remains elevated in the United States, with 49 states reporting widespread activity. Stay in tune with the course of the #flu by following the weekly reports published by @CDCFlu at https://t.co/Kf7CslA6Cx
#FluidsAndHealth2019 https://t.co/Io9xRAITYL","","c(Na, Na)","c(Na, Na)"
"#SafetyTipTuesday - The CDC reports that seasonal #flu is still a problem in many areas across the country. Check these tips to protect workers.
https://t.co/ZgMXzco98E https://t.co/YYcZ9pxer6","","c(Na, Na)","c(Na, Na)"
"Fighting the #flu or #cold? Hereâ€™s how elderberry can provide some relief: https://t.co/Ocs5u7xOQJ

#HMHforU #HealthTips #HealthEducation https://t.co/Ocs5u7xOQJ","","c(Na, Na)","c(Na, Na)"
"Fighting the #flu or #cold? Hereâ€™s how elderberry can provide some relief: https://t.co/smARyAZTZU

#HMHforU #HealthTips #HealthEducation https://t.co/smARyAZTZU","","c(Na, Na)","c(Na, Na)"
"It is not too late to get a flu vaccine. CDC recommends #flu vaccination as long as influenza viruses are circulating. https://t.co/93a9TuzoLE #FightFlu https://t.co/bmt6levbjP","","c(Na, Na)","c(Na, Na)"
"Happier and healthier populations are built on facts...but unfortunately misinformation can spread as quickly as the #flu. An important step by Pinterest. @CNBC https://t.co/zI4tVLZ9r6 https://t.co/ZHHJolge1V","","c(Na, Na)","c(Na, Na)"
"#VaxFactsFebruary d28! 
#measles cases are <U+2B06><U+FE0F>
#mumps cases are <U+2B06><U+FE0F>
#hep A cases are <U+2B06><U+FE0F><U+2B06><U+FE0F>
#flu cases are <U+2B06><U+FE0F><U+2B06><U+FE0F>
Who has the power to <U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F> it all? 
You do.
#VaccinateYourKids 
#VaccinesAreSafe 
#VaccinesSaveLives
#KnowTheScience https://t.co/AHhippCDcr","","c(Na, Na)","c(Na, Na)"
